tweet_time,tweet_id,username,tweet_text,source,favourite,retweet,clean
2020-05-03 05:32:15,1256713137559973888,kghywn,WTS Want to Sale Poster IZ*ONE IZONE  Minat? DM  atau  https://t.co/UxhZ6xzhLH  https://t.co/qWCGeG1lOO https://t.co/slFyqxC0G2,Twitter for Android,0,0,wts want to sale poster izone izone minat dm atau
2020-05-03 05:32:14,1256713136356257792,boamlah,@GAMEREFF https://t.co/imsgYg0b7J,Twitter for Android,0,0,
2020-05-03 05:32:14,1256713132401061889,saltedcarameowl,"Shopee tanam, ntar di sirbal, slot masih penuh  Bantu siram tanamanku. Kamu juga bisa panen THR total 10M di Shopee sekarang! https://t.co/frZ4q1NzvT https://t.co/UKRpmRGKrC",Twitter for Android,0,0,shopee tanam ntar di sirbal slot masih penuh bantu siram tanam kamu juga bisa panen thr total 10m di shopee sekarang
2020-05-03 05:32:13,1256713129917988864,sippa011,"Bantu siram tanamanku,nnti sisiram balik kok!  Kamu juga bisa panen THR total 10M di Shopee sekarang!#Shopeetanam https://t.co/PbW8F70gFz https://t.co/998etaIH5q",Twitter for Android,0,0,bantu siram tanamankunnti sisiram balik kok kamu juga bisa panen thr total 10m di shopee sekarang
2020-05-03 05:32:04,1256713091280035840,joonerette,@pacarbighit dicek disini ya kak https://t.co/qBvP0b4mUb silahkan,Twitter for iPhone,0,0,cek sini ya kak silah
2020-05-03 05:32:03,1256713086758576128,boamlah,@GAMEREFF https://t.co/imsgYg0b7J,Twitter for Android,0,0,
2020-05-03 05:32:02,1256713085768790017,miraaaaramli,Taktau la hantu apa dok sampuk. Time2 macam ni pun menyempat checkout shopee 🤦‍♀️,Twitter for iPhone,0,0,taktau la hantu apa dok sampuk time2 macam ni pun sempat checkout shopee
2020-05-03 05:31:53,1256713044308066304,memsway_,@vAyMudz @ShopeeID Bantuin siram dong https://t.co/zLep13FWgI,Twitter for Android,0,0,bantuin siram dong
2020-05-03 05:31:51,1256713039862132736,vinesaurus,Ketika pertemananmu saat ini hanya sebatas siram online tanaman thr di shopee.,Twitter for Android,0,0,ketika teman saat ini hanya batas siram online tanam thr di shopee
2020-05-03 05:31:50,1256713032484352000,ounoiua,terbaca feedback kt shopee i know life is thaught but tak perlu sampai meluah perasaan tu anet😂,Twitter Web App,5,0,baca feedback kt shopee i know life is thaught but tak perlu sampai luah asa tu anet
2020-05-03 05:31:49,1256713030810791936,boamlah,@GAMEREFF https://t.co/imsgYg0b7J,Twitter for Android,0,0,
2020-05-03 05:31:47,1256713021612634118,notefeel_,"ayo yang mainan, kita sirem-sireman! . #shoppeesiram .  https://t.co/EO6y7BO5sh https://t.co/ZWYkbCNS3K",Twitter for Android,0,0,ayo yang main kita siremsireman
2020-05-03 05:31:37,1256712977765498886,TerIarang,@GAMEREFF Lets https://t.co/7YNc34catY,Twitter for iPhone,0,0,lets
2020-05-03 05:31:34,1256712965560000512,sasonwilianto,Saya menjual Kue Kacang Mi... seharga Rp33.000. Dapatkan produk ini hanya di Shopee! https://t.co/meWixe8slY #ShopeeID https://t.co/DLpxHdHGnP,Shopee_ID,0,0,saya jual kue kacang mi harga rp33000 dapat produk ini hanya di shopee
2020-05-03 05:31:29,1256712944693329920,cumiberrubah,@GAMEREFF https://t.co/awtlXconCn,Twitter for Android,0,0,
2020-05-03 05:31:28,1256712943170990081,TerIarang,@GAMEREFF https://t.co/7YNc34catY yok,Twitter for iPhone,0,0,yok
2020-05-03 05:31:19,1256712904654520320,deeyeu,@ohmybeautybank Ini nderr  https://t.co/0STAiqO0IY,Twitter for Android,0,0,ini nderr
2020-05-03 05:31:19,1256712903350050816,cumiberrubah,@GAMEREFF https://t.co/awtlXconCn,Twitter for Android,0,0,
2020-05-03 05:31:13,1256712879601881089,flowerspcwer,@GAMEREFF Ayooo https://t.co/XBAvhGfsob,Twitter for Android,0,0,ayooo
2020-05-03 05:31:12,1256712875663486976,NguyenT63747647,"HỨNG XU SHOPEE - Hứng nhanh tay, nhận quà ngay! https://t.co/IAXOq3HdZl https://t.co/zAYxLUqp8L",Twitter for Android,0,0,h ng xu shopee h ng nhanh tay nh n qu ngay
2020-05-03 05:31:11,1256712868629671937,cumiberrubah,@GAMEREFF https://t.co/awtlXconCn,Twitter for Android,0,0,
2020-05-03 05:31:10,1256712865945247744,pinkypie_uw,@SYOPIFESS Siram ya nanti siram balik https://t.co/tsRHj4rG2o,Twitter for iPhone,0,0,siram ya nanti siram balik
2020-05-03 05:31:05,1256712843065348096,cumiberrubah,@GAMEREFF https://t.co/awtlXconCn,Twitter for Android,0,0,
2020-05-03 05:31:00,1256712825960980481,gladismwsti,@GAMEREFF https://t.co/3bmi4ffUSK,Twitter Web App,0,0,
2020-05-03 05:30:55,1256712803550814208,dheaasp,@rianitam Ada mba di shopee,Twitter for iPhone,0,0,ada mba di shopee
2020-05-03 05:30:55,1256712801151856642,9CXsJlllz5eMV7L,@GAMEREFF https://t.co/v0l2ODJQvG,Twitter Web App,0,0,
2020-05-03 05:30:51,1256712785624354821,sweetastr,@ohmybeautybank https://t.co/ZqQr1I27AM,Twitter for Android,0,0,
2020-05-03 05:30:49,1256712778665975811,gladismwsti,@GAMEREFF https://t.co/3bmi4ffUSK,Twitter Web App,0,0,
2020-05-03 05:30:48,1256712772454252544,mrssyed_,@LurunAysat Urmmmmmmmm dekat shopee ada naik noti tak? Tak pun kat shopee ada logo msg tu try check ada msg masuk tak... atas kanan,Twitter for iPhone,0,0,urmmmmmmmm dekat shopee ada naik not tak tak pun kat shopee ada logo msg tu try check ada msg masuk tak atas kanan
2020-05-03 05:30:48,1256712772047364097,ThanapitDhamma4,"ขาย เครื่องฟอกอากาศกำจัดไวรัส UVc Safety(No Ozone)Health Certificate CE, RoHS, FCC, Hepa13+Carbon+Sterile cotton ในราคา ฿7,900 ใน #ShopeeTH ตอนนี้! https://t.co/N5jG5WaDAK https://t.co/NnpB1EZkDq",Twitter for Android,0,0,uvc safetyno ozonehealth certificate ce rohs fcc hepa13carbonsterile cotton 7900
2020-05-03 05:30:44,1256712758780809216,twoisterss,@GAMEREFF https://t.co/T8yQQpYeWU,Twitter for Android,0,0,
